Time,Event context,Component,Event name,Description,Origin,IP address
"17/11/17, 15:08",Course: Програмни езици,System,Course viewed,The user with id '6208' viewed the course with id '49'.,web,93.155.150.232
"17/11/17, 15:00",Course: Програмни езици,System,Course viewed,The user with id '6540' viewed the course with id '49'.,web,78.90.23.16
"17/11/17, 14:50",File: Упражнение 2,File,Course module viewed,The user with id '6540' viewed the 'resource' activity with course module id '732'.,web,78.90.23.16
"17/11/17, 14:50",Course: Програмни езици,System,Course viewed,The user with id '6540' viewed the course with id '49'.,web,78.90.23.16
"17/11/17, 14:47",File: Упражнение 1,File,Course module viewed,The user with id '6540' viewed the 'resource' activity with course module id '731'.,web,78.90.23.16
"17/11/17, 14:46",Course: Програмни езици,System,Course viewed,The user with id '6540' viewed the course with id '49'.,web,78.90.23.16
"17/11/17, 11:31",File: Демонстрация от лекции,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '3615'.,web,78.90.46.169
"17/11/17, 11:31",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,78.90.46.169
"17/11/17, 09:34",File: Списък курсови задачи,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1084'.,web,78.90.46.169
"17/11/17, 09:34",File: Лекция 6,File,Course module viewed,The user with id '6569' viewed the 'resource' activity with course module id '1587'.,web,78.90.50.144
"17/11/17, 09:34",Course: Програмни езици,System,Course viewed,The user with id '6569' viewed the course with id '49'.,web,78.90.50.144
"17/11/17, 09:34",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,78.90.46.169
"17/11/17, 09:34",File: Лекция 4,File,Course module viewed,The user with id '6569' viewed the 'resource' activity with course module id '1578'.,web,78.90.50.144
"17/11/17, 09:34",Course: Програмни езици,System,Course viewed,The user with id '6569' viewed the course with id '49'.,web,78.90.50.144
"17/11/17, 09:34",File: Лекция 5,File,Course module viewed,The user with id '6569' viewed the 'resource' activity with course module id '1579'.,web,78.90.50.144
"17/11/17, 09:33",Course: Програмни езици,System,Course viewed,The user with id '6569' viewed the course with id '49'.,web,78.90.50.144
"17/11/17, 09:14",File: Примерна задача за изпит,File,Course module viewed,The user with id '6569' viewed the 'resource' activity with course module id '905'.,web,78.90.50.144
"17/11/17, 09:14",Course: Програмни езици,System,Course viewed,The user with id '6569' viewed the course with id '49'.,web,78.90.50.144
"17/11/17, 07:15",File: Лекция 7,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1588'.,web,78.90.46.169
"17/11/17, 07:14",File: Лекция 6,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1587'.,web,78.90.46.169
"17/11/17, 07:14",File: Лекция 5,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1579'.,web,78.90.46.169
"17/11/17, 07:14",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,78.90.46.169
"16/11/17, 19:34",File: Лекция 7,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1588'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:32",File: Упражнение 1,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '731'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:32",File: Лекция 10,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1949'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:32",File: Лекция 9,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1590'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:32",File: Лекция 8,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1589'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:32",File: Лекция 1,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '708'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:32",File: Лекция 2,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '709'.,web,87.227.184.226
"16/11/17, 19:32",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:31",File: Лекция  3,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '710'.,web,87.227.184.226
"16/11/17, 19:31",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:31",File: Лекция 4,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1578'.,web,87.227.184.226
"16/11/17, 19:31",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:31",File: Лекция 5,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1579'.,web,87.227.184.226
"16/11/17, 19:31",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:31",File: Лекция 6,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1587'.,web,87.227.184.226
"16/11/17, 19:31",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 19:31",File: Лекция 7,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1588'.,web,87.227.184.226
"16/11/17, 19:31",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"16/11/17, 11:53",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:52",File: Лекция 7,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '1588'.,web,188.254.156.179
"16/11/17, 11:52",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:52",File: Лекция 6,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '1587'.,web,188.254.156.179
"16/11/17, 11:52",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:52",File: Лекция 5,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '1579'.,web,188.254.156.179
"16/11/17, 11:52",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:52",File: Лекция 4,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '1578'.,web,188.254.156.179
"16/11/17, 11:51",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:51",File: Лекция  3,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '710'.,web,188.254.156.179
"16/11/17, 11:51",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:51",File: Лекция 2,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '709'.,web,188.254.156.179
"16/11/17, 11:51",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:51",File: Лекция 1,File,Course module viewed,The user with id '6619' viewed the 'resource' activity with course module id '708'.,web,188.254.156.179
"16/11/17, 11:51",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,188.254.156.179
"16/11/17, 11:50",Course: Програмни езици,System,Course viewed,The user with id '6619' viewed the course with id '49'.,web,83.228.80.236
"16/11/17, 08:51",File: Упражнение 2,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '732'.,web,81.161.243.54
"16/11/17, 08:51",Course: Програмни езици,System,Course viewed,The user with id '6532' viewed the course with id '49'.,web,81.161.243.54
"16/11/17, 08:15",File: Упражнение 5,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '735'.,web,81.161.243.54
"16/11/17, 08:15",Course: Програмни езици,System,Course viewed,The user with id '6532' viewed the course with id '49'.,web,81.161.243.54
"16/11/17, 01:39",File: Пример,File,Course module viewed,The user with id '6561' viewed the 'resource' activity with course module id '1593'.,web,78.90.21.81
"16/11/17, 01:39",Course: Програмни езици,System,Course viewed,The user with id '6561' viewed the course with id '49'.,web,78.90.21.81
"16/11/17, 01:34",File: Пример,File,Course module viewed,The user with id '6561' viewed the 'resource' activity with course module id '1592'.,web,78.90.21.81
"15/11/17, 23:39",File: Проект- задача от лекция на 23.11.2016 г.,File,Course module viewed,The user with id '6561' viewed the 'resource' activity with course module id '4332'.,web,78.90.21.81
"15/11/17, 23:38",Course: Програмни езици,System,Course viewed,The user with id '6561' viewed the course with id '49'.,web,78.90.21.81
"15/11/17, 23:24",File: Списък курсови задачи,File,Course module viewed,The user with id '6561' viewed the 'resource' activity with course module id '1084'.,web,78.90.21.81
"15/11/17, 23:24",Course: Програмни езици,System,Course viewed,The user with id '6561' viewed the course with id '49'.,web,78.90.21.81
"15/11/17, 23:20",File: Упражнение 1,File,Course module viewed,The user with id '6519' viewed the 'resource' activity with course module id '731'.,web,93.123.86.4
"15/11/17, 23:19",Course: Програмни езици,System,Course viewed,The user with id '6519' viewed the course with id '49'.,web,93.123.86.4
"15/11/17, 21:47",File: Лекция 6,File,Course module viewed,The user with id '6561' viewed the 'resource' activity with course module id '1587'.,web,78.90.21.81
"15/11/17, 21:46",Course: Програмни езици,System,Course viewed,The user with id '6561' viewed the course with id '49'.,web,78.90.21.81
"15/11/17, 20:54",File: Лекция 7,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1588'.,web,87.227.184.226
"15/11/17, 20:54",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:54",File: Лекция 10,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1949'.,web,87.227.184.226
"15/11/17, 20:54",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:50",File: Лекция 6,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1587'.,web,87.227.184.226
"15/11/17, 20:50",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:50",File: Лекция 8,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1589'.,web,87.227.184.226
"15/11/17, 20:50",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:50",File: Лекция 7,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1588'.,web,87.227.184.226
"15/11/17, 20:50",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:49",File: Лекция 6,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1587'.,web,87.227.184.226
"15/11/17, 20:49",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:49",File: Лекция  3,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '710'.,web,87.227.184.226
"15/11/17, 20:49",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:49",File: Лекция 5,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1579'.,web,87.227.184.226
"15/11/17, 20:49",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:49",File: Лекция 4,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1578'.,web,87.227.184.226
"15/11/17, 20:48",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 20:48",File: Лекция 4,File,Course module viewed,The user with id '6614' viewed the 'resource' activity with course module id '1578'.,web,87.227.184.226
"15/11/17, 20:48",Course: Програмни езици,System,Course viewed,The user with id '6614' viewed the course with id '49'.,web,87.227.184.226
"15/11/17, 18:55",File: Списък курсови задачи,File,Course module viewed,The user with id '6637' viewed the 'resource' activity with course module id '1084'.,web,85.11.149.62
"15/11/17, 18:53",Course: Програмни езици,System,Course viewed,The user with id '6637' viewed the course with id '49'.,web,85.11.149.62
"15/11/17, 17:31",Other,File,Course module viewed,The user with id '6715' viewed the 'resource' activity with course module id '4369'.,web,77.246.217.2
"15/11/17, 17:30",Course: Програмни езици,System,Course viewed,The user with id '6715' viewed the course with id '49'.,web,77.246.217.2
"15/11/17, 14:19",Course: Програмни езици,System,Role assigned,The user with id '109' assigned the role with id '5' to the user with id '6230'.,web,81.161.243.20
"15/11/17, 14:19",Course: Програмни езици,System,User enrolled in course,The user with id '109' enrolled the user with id '6230' using the enrolment method 'cohort' in the course with id '49'.,web,81.161.243.20
"15/11/17, 13:38",File: Упражнение 6,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '736'.,web,95.87.194.29
"15/11/17, 13:38",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,95.87.194.29
"15/11/17, 13:38",File: Упражнение 5,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '735'.,web,95.87.194.29
"15/11/17, 13:38",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,95.87.194.29
"15/11/17, 13:34",File: Упражнение 2,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '732'.,web,95.87.194.29
"15/11/17, 13:34",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,95.87.194.29
"15/11/17, 13:34",File: Упражнение 3,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '733'.,web,95.87.194.29
"15/11/17, 13:34",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,95.87.194.29
"15/11/17, 13:33",File: Упражнение 1,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '731'.,web,95.87.194.29
"15/11/17, 13:33",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,95.87.194.29
"15/11/17, 13:33",File: Лекция 2,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '709'.,web,95.87.194.29
"15/11/17, 13:27",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,95.87.194.29
"15/11/17, 12:56",Course: Програмни езици,System,Course viewed,The user with id '6608' viewed the course with id '49'.,web,81.161.244.7
"15/11/17, 12:56",Course: Програмни езици,User report,Grade user report viewed,The user with id '6608' viewed the user report in the gradebook.,web,81.161.244.7
"15/11/17, 12:56",Course: Програмни езици,System,Recent activity viewed,The user with id '6608' viewed the recent activity report in the course with id '49'.,web,81.161.244.7
"15/11/17, 12:56",Course: Програмни езици,System,Course viewed,The user with id '6608' viewed the course with id '49'.,web,81.161.244.7
"15/11/17, 12:29",Course: Програмни езици,System,Course viewed,The user with id '6569' viewed the course with id '49'.,web,78.90.50.144
"15/11/17, 12:16",File: Примерна задача за изпит,File,Course module viewed,The user with id '6569' viewed the 'resource' activity with course module id '905'.,web,78.90.50.144
"15/11/17, 12:13",Course: Програмни езици,System,Course viewed,The user with id '6569' viewed the course with id '49'.,web,78.90.50.144
"15/11/17, 08:47",Course: Програмни езици,System,Role assigned,The user with id '109' assigned the role with id '5' to the user with id '6189'.,web,81.161.243.20
"15/11/17, 08:47",Course: Програмни езици,System,User enrolled in course,The user with id '109' enrolled the user with id '6189' using the enrolment method 'cohort' in the course with id '49'.,web,81.161.243.20
"15/11/17, 08:46",Course: Програмни езици,System,Role assigned,The user with id '109' assigned the role with id '5' to the user with id '6734'.,web,81.161.243.20
"15/11/17, 08:46",Course: Програмни езици,System,User enrolled in course,The user with id '109' enrolled the user with id '6734' using the enrolment method 'cohort' in the course with id '49'.,web,81.161.243.20
"15/11/17, 08:31",File: Примерна задача за изпит,File,Course module viewed,The user with id '6505' viewed the 'resource' activity with course module id '905'.,web,188.254.160.18
"15/11/17, 08:29",File: Списък курсови задачи,File,Course module viewed,The user with id '6505' viewed the 'resource' activity with course module id '1084'.,web,188.254.160.18
"15/11/17, 08:29",File: Списък курсови задачи,File,Course module viewed,The user with id '6505' viewed the 'resource' activity with course module id '1084'.,web,188.254.160.18
"15/11/17, 08:29",Course: Програмни езици,System,Course viewed,The user with id '6505' viewed the course with id '49'.,web,188.254.160.18
"14/11/17, 22:52",Course: Програмни езици,System,Course viewed,The user with id '6629' viewed the course with id '49'.,web,95.42.201.151
"14/11/17, 22:51",File: Упражнение 7,File,Course module viewed,The user with id '6629' viewed the 'resource' activity with course module id '737'.,web,95.42.201.151
"14/11/17, 22:51",Course: Програмни езици,System,Course viewed,The user with id '6629' viewed the course with id '49'.,web,95.42.201.151
"14/11/17, 22:51",File: Пример,File,Course module viewed,The user with id '6629' viewed the 'resource' activity with course module id '1592'.,web,95.42.201.151
"14/11/17, 22:50",Course: Програмни езици,System,Course viewed,The user with id '6629' viewed the course with id '49'.,web,95.42.201.151
"14/11/17, 22:50",File: Пример,File,Course module viewed,The user with id '6629' viewed the 'resource' activity with course module id '1593'.,web,95.42.201.151
"14/11/17, 22:50",Course: Програмни езици,System,Course viewed,The user with id '6629' viewed the course with id '49'.,web,95.42.201.151
"14/11/17, 22:44",File: Упражнение 6,File,Course module viewed,The user with id '6629' viewed the 'resource' activity with course module id '736'.,web,95.42.201.151
"14/11/17, 22:44",Course: Програмни езици,System,Course viewed,The user with id '6629' viewed the course with id '49'.,web,95.42.201.151
"14/11/17, 22:44",File: Упражнение 5,File,Course module viewed,The user with id '6629' viewed the 'resource' activity with course module id '735'.,web,95.42.201.151
"14/11/17, 22:44",Course: Програмни езици,System,Course viewed,The user with id '6629' viewed the course with id '49'.,web,95.42.201.151
"14/11/17, 14:51",File: Упражнения 9 и 10,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '1605'.,web,95.87.243.226
"14/11/17, 14:51",File: Упражнение 8,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '1594'.,web,95.87.243.226
"14/11/17, 14:51",File: Упражнение 7,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '737'.,web,95.87.243.226
"14/11/17, 14:51",File: Упражнение 6,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '736'.,web,95.87.243.226
"14/11/17, 14:51",File: Упражнение 5,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '735'.,web,95.87.243.226
"14/11/17, 14:51",File: Упражнение 4,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '734'.,web,95.87.243.226
"14/11/17, 14:50",File: Упражнение 4,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '734'.,web,95.87.243.226
"14/11/17, 14:50",Course: Програмни езици,System,Course viewed,The user with id '6532' viewed the course with id '49'.,web,95.87.243.226
"14/11/17, 14:50",File: Упражнение 4,File,Course module viewed,The user with id '6532' viewed the 'resource' activity with course module id '734'.,web,95.87.243.226
"14/11/17, 14:50",Course: Програмни езици,System,Course viewed,The user with id '6532' viewed the course with id '49'.,web,95.87.243.226
"14/11/17, 14:35",File: Пример,File,Course module viewed,The user with id '6181' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 14:35",Course: Програмни езици,System,Course viewed,The user with id '6181' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 14:32",File: Списък курсови задачи,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1084'.,web,81.161.243.188
"14/11/17, 14:32",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,81.161.243.188
"14/11/17, 14:31",File: Списък курсови задачи,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1084'.,web,81.161.243.188
"14/11/17, 14:24",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,81.161.243.188
"14/11/17, 14:15",File: Пример,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.188
"14/11/17, 14:15",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,81.161.243.188
"14/11/17, 14:15",File: Пример,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.188
"14/11/17, 14:15",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,81.161.243.188
"14/11/17, 14:14",File: Лекция 5,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '1579'.,web,81.161.243.188
"14/11/17, 14:07",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,81.161.243.188
"14/11/17, 13:59",Course: Програмни езици,System,Course viewed,The user with id '6207' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 13:58",File: Пример,File,Course module viewed,The user with id '6207' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 13:58",Course: Програмни езици,System,Course viewed,The user with id '6207' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 13:57",File: Упражнение 5,File,Course module viewed,The user with id '6207' viewed the 'resource' activity with course module id '735'.,web,81.161.243.54
"14/11/17, 13:56",Course: Програмни езици,System,Course viewed,The user with id '6207' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 13:52",File: Упражнение 5,File,Course module viewed,The user with id '6193' viewed the 'resource' activity with course module id '735'.,web,81.161.243.188
"14/11/17, 13:52",Course: Програмни езици,System,Course viewed,The user with id '6193' viewed the course with id '49'.,web,81.161.243.188
"14/11/17, 12:58",File: Списък курсови задачи,File,Course module viewed,The user with id '6641' viewed the 'resource' activity with course module id '1084'.,web,95.111.97.17
"14/11/17, 12:58",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 12:49",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 12:37",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 12:36",File: Лекция 7,File,Course module viewed,The user with id '6641' viewed the 'resource' activity with course module id '1588'.,web,95.111.97.17
"14/11/17, 12:36",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 12:36",File: Лекция 9,File,Course module viewed,The user with id '6641' viewed the 'resource' activity with course module id '1590'.,web,95.111.97.17
"14/11/17, 12:36",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 12:36",File: Лекция 7,File,Course module viewed,The user with id '6641' viewed the 'resource' activity with course module id '1588'.,web,95.111.97.17
"14/11/17, 12:36",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 12:36",File: Лекция 6,File,Course module viewed,The user with id '6641' viewed the 'resource' activity with course module id '1587'.,web,95.111.97.17
"14/11/17, 12:36",Course: Програмни езици,System,Course viewed,The user with id '6641' viewed the course with id '49'.,web,95.111.97.17
"14/11/17, 11:09",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 11:04",File: Упражнение 3,File,Course module viewed,The user with id '6530' viewed the 'resource' activity with course module id '733'.,web,149.62.200.85
"14/11/17, 11:03",Course: Програмни езици,System,Course viewed,The user with id '6530' viewed the course with id '49'.,web,149.62.200.85
"14/11/17, 11:02",File: Лекция  3,File,Course module viewed,The user with id '6530' viewed the 'resource' activity with course module id '710'.,web,149.62.200.85
"14/11/17, 11:02",Course: Програмни езици,System,Course viewed,The user with id '6530' viewed the course with id '49'.,web,149.62.200.85
"14/11/17, 10:59",File: Лекция 2,File,Course module viewed,The user with id '6530' viewed the 'resource' activity with course module id '709'.,web,149.62.200.85
"14/11/17, 10:59",Course: Програмни езици,System,Course viewed,The user with id '6530' viewed the course with id '49'.,web,149.62.200.85
"14/11/17, 10:58",File: Лекция 1,File,Course module viewed,The user with id '6530' viewed the 'resource' activity with course module id '708'.,web,149.62.200.85
"14/11/17, 10:58",Course: Програмни езици,System,Course viewed,The user with id '6530' viewed the course with id '49'.,web,149.62.200.85
"14/11/17, 10:49",File: Пример,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 10:49",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:48",File: Пример,File,Course module viewed,The user with id '6542' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 10:47",Course: Програмни езици,System,Course viewed,The user with id '6542' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:47",File: Пример,File,Course module viewed,The user with id '6524' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 10:47",Course: Програмни езици,System,Course viewed,The user with id '6524' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:46",File: Пример,File,Course module viewed,The user with id '6546' viewed the 'resource' activity with course module id '1592'.,web,85.118.83.100
"14/11/17, 10:46",File: Упражнение 5,File,Course module viewed,The user with id '6550' viewed the 'resource' activity with course module id '735'.,web,81.161.243.54
"14/11/17, 10:46",File: Упражнение 5,File,Course module viewed,The user with id '6546' viewed the 'resource' activity with course module id '735'.,web,85.118.83.100
"14/11/17, 10:46",Course: Програмни езици,System,Course viewed,The user with id '6550' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:46",Course: Програмни езици,System,Course viewed,The user with id '6546' viewed the course with id '49'.,web,85.118.83.100
"14/11/17, 10:46",File: Упражнение 5,File,Course module viewed,The user with id '6546' viewed the 'resource' activity with course module id '735'.,web,85.118.83.100
"14/11/17, 10:46",File: Пример,File,Course module viewed,The user with id '6550' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 10:45",Course: Програмни езици,System,Course viewed,The user with id '6550' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:45",Course: Програмни езици,System,Course viewed,The user with id '6546' viewed the course with id '49'.,web,85.118.83.100
"14/11/17, 10:45",Course: Програмни езици,System,Course viewed,The user with id '6546' viewed the course with id '49'.,web,85.118.83.100
"14/11/17, 10:45",File: Упражнение 5,File,Course module viewed,The user with id '6538' viewed the 'resource' activity with course module id '735'.,web,81.161.243.54
"14/11/17, 10:44",Course: Програмни езици,System,Course viewed,The user with id '6538' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:43",File: Упражнение 5,File,Course module viewed,The user with id '6550' viewed the 'resource' activity with course module id '735'.,web,81.161.243.54
"14/11/17, 10:43",Course: Програмни езици,System,Course viewed,The user with id '6550' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:43",File: Пример,File,Course module viewed,The user with id '6550' viewed the 'resource' activity with course module id '1592'.,web,81.161.243.54
"14/11/17, 10:43",Course: Програмни езици,System,Course viewed,The user with id '6550' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:43",Course: Програмни езици,System,Course viewed,The user with id '6550' viewed the course with id '49'.,web,81.161.243.54
"14/11/17, 10:42",Course: Програмни езици,System,Course viewed,The user with id '6548' viewed the course with id '49'.,web,81.161.243.54
